Index,Text,Score
522,It's not until you get online and activate your product code and are asked for a payment to auto-renew in one year - that you realize something has gone terribly wrong here,0
523,I have bought several versions of Office over the years,0
524,I am willing to purchase it again,1
525,I am not willing to pay a pretty high (working class- educator income here) price to subscribe to this,0
526,Good way to get the yearly 365 home subscription,0
527,"I have a MacBook Pro, 2 iPads and 2 PCs all in use from the $80 a year",0
528,"I have gone through a few computers in the last few years, and having it as a subscription allows me to simply move the authorization to the next machine",0
529,If you keep a computer for a long time you might be better off just paying for the Office Student package for that one computer,0
530,Can't go wrong this office package,1
531,Long gone are the days that you can buy a copy of office and install it on all your friends computers,0
532,I upgraded to Windows 10 and decided to finally get rid of my old Office 2007 and figured I could use this bundle to install on all the kids machines,0
533,"You can activate the program on five different machines mac and PC, and you get expanded onedrive storage for all your documents",0
534,I activated the one year subscription on my Microsoft account and then invited the Husband and kids through the web interface,0
535,They all got access to the full suite of programs and also got the expanded storage,0
536,"The new version was easy to get used to, installed quickly and works flawlessly",1
537,Its time to upgrade that old version of office and the fact that you can install this one on five machines makes it a great value,1
538,"Its kind of hard to get excited about the new version of office, but hey it works just great, and I would recommend to others",1
539,I was disappointed when I saw the special coupon was attached after I ordered the laptop,-1
540,"I wish I would known, and I didn't buy this product at the purchase of the laptop",-1
541,Price fluctuations make this a product you buy when it's cheap,0
542,I waited two days and paid $20 more for it,0
543,4 stars for product itself,1
544,"If you use MS Office, you either like it or not",0
545,"It works for what I need, and at even the full list price, this is cheaper in my case than outright buying this",0
546,Plus I can share this with 5 other PC's,0
547,"This is my second year buying this and I have have had no issues with setting it up, sharing the software with my son (who is across the country from me), or any other operational issues using the product itself",0
548,"It's software, it works",1
549,The package arrived quickly and in new packaging,1
550,Office 365 is for work computer,0
551,"PRODUCT KEY IS NOT CURRENT, CANNOT BE UPLOADED, A $90",0
552,"00 RIP-OFF, ANOTHER DISHONEST SELLER HERE ON AMAZON",0
553,Good product,1
554,This was an incredible value for renewing my OFFICE 365 subscription,1
555,I am extremely happy,1
556,Works as advertised,1
557,Worked as described,1
558,The software is well known and excellent,1
559,It provides at least ten times the capabilities I need,1
560,The annual licenses are reasonable in cost since they amount to $20 per user,0
561,The licenses are easy to manage,1
